"fixed","align-left","align-left href","align-left 2","align-left href 2","align-right","align-right 2","align-right 3","align-right 5"
"21","Francisco Lindor","https://www.fangraphs.com/players/francisco-lindor/12916/stats","NYM","https://www.fangraphs.com/teams/mets","387","3.1","","3.1"
"22","Christian Yelich","https://www.fangraphs.com/players/christian-yelich/11477/stats","MIL","https://www.fangraphs.com/teams/brewers","376","3.0","","3.0"
"23","Bo Bichette","https://www.fangraphs.com/players/bo-bichette/19612/stats","TOR","https://www.fangraphs.com/teams/blue-jays","402","3.0","","3.0"
"24","Spencer Strider","https://www.fangraphs.com/players/spencer-strider/27498/stats","ATL","https://www.fangraphs.com/teams/braves","104.2","0.0","3.0","3.0"
"25","Ha-Seong Kim","https://www.fangraphs.com/players/ha-seong-kim/27506/stats","SDP","https://www.fangraphs.com/teams/padres","321","3.0","","3.0"
"26","Will Smith","https://www.fangraphs.com/players/will-smith/19197/stats","LAD","https://www.fangraphs.com/teams/dodgers","288","2.9","","2.9"
"27","Dansby Swanson","https://www.fangraphs.com/players/dansby-swanson/18314/stats","CHC","https://www.fangraphs.com/teams/cubs","367","2.9","","2.9"
"28","Matt Chapman","https://www.fangraphs.com/players/matt-chapman/16505/stats","TOR","https://www.fangraphs.com/teams/blue-jays","369","2.9","","2.9"
"29","Nathan Eovaldi","https://www.fangraphs.com/players/nathan-eovaldi/9132/stats","TEX","https://www.fangraphs.com/teams/rangers","117.2","0.0","2.9","2.9"
"30","Sonny Gray","https://www.fangraphs.com/players/sonny-gray/12768/stats","MIN","https://www.fangraphs.com/teams/twins","99.2","0.0","2.8","2.8"
"31","Randy Arozarena","https://www.fangraphs.com/players/randy-arozarena/19290/stats","TBR","https://www.fangraphs.com/teams/rays","376","2.8","","2.8"
"32","Isaac Paredes","https://www.fangraphs.com/players/isaac-paredes/20036/stats","TBR","https://www.fangraphs.com/teams/rays","305","2.8","","2.8"
"33","Logan Webb","https://www.fangraphs.com/players/logan-webb/17995/stats","SFG","https://www.fangraphs.com/teams/giants","126.0","0.0","2.8","2.8"
"34","Aaron Judge","https://www.fangraphs.com/players/aaron-judge/15640/stats","NYY","https://www.fangraphs.com/teams/yankees","213","2.8","","2.8"
"35","Josh Jung","https://www.fangraphs.com/players/josh-jung/26299/stats","TEX","https://www.fangraphs.com/teams/rangers","375","2.7","","2.7"
"36","Pablo López","https://www.fangraphs.com/players/pablo-lopez/17085/stats","MIN","https://www.fangraphs.com/teams/twins","111.0","0.0","2.7","2.7"
"37","Luis Arraez","https://www.fangraphs.com/players/luis-arraez/18568/stats","MIA","https://www.fangraphs.com/teams/marlins","362","2.7","","2.7"
"38","Justin Steele","https://www.fangraphs.com/players/justin-steele/17312/stats","CHC","https://www.fangraphs.com/teams/cubs","91.1","0.0","2.7","2.7"
"39","Thairo Estrada","https://www.fangraphs.com/players/thairo-estrada/16426/stats","SFG","https://www.fangraphs.com/teams/giants","315","2.6","","2.6"
"40","Yandy Díaz","https://www.fangraphs.com/players/yandy-diaz/16578/stats","TBR","https://www.fangraphs.com/teams/rays","341","2.6","","2.6"
"41","Jeimer Candelario","https://www.fangraphs.com/players/jeimer-candelario/13621/stats","WSN","https://www.fangraphs.com/teams/nationals","362","2.6","","2.6"
"42","Paul Goldschmidt","https://www.fangraphs.com/players/paul-goldschmidt/9218/stats","STL","https://www.fangraphs.com/teams/cardinals","390","2.6","","2.6"
"43","Brandon Nimmo","https://www.fangraphs.com/players/brandon-nimmo/12927/stats","NYM","https://www.fangraphs.com/teams/mets","401","2.6","","2.6"
"44","Zach Eflin","https://www.fangraphs.com/players/zach-eflin/13774/stats","TBR","https://www.fangraphs.com/teams/rays","102.1","0.0","2.6","2.6"
"45","George Kirby","https://www.fangraphs.com/players/george-kirby/25436/stats","SEA","https://www.fangraphs.com/teams/mariners","107.2","0.0","2.5","2.5"
"46","Jesús Luzardo","https://www.fangraphs.com/players/jesus-luzardo/19959/stats","MIA","https://www.fangraphs.com/teams/marlins","109.1","0.0","2.5","2.5"
"47","Julio Rodríguez","https://www.fangraphs.com/players/julio-rodriguez/23697/stats","SEA","https://www.fangraphs.com/teams/mariners","397","2.5","","2.5"
"48","Geraldo Perdomo","https://www.fangraphs.com/players/geraldo-perdomo/22799/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","274","2.5","","2.5"
"49","Matt Olson","https://www.fangraphs.com/players/matt-olson/14344/stats","ATL","https://www.fangraphs.com/teams/braves","400","2.5","","2.5"
"50","Luke Raley","https://www.fangraphs.com/players/luke-raley/19354/stats","TBR","https://www.fangraphs.com/teams/rays","240","2.2","2.6","2.5"
"51","William Contreras","https://www.fangraphs.com/players/william-contreras/20503/stats","MIL","https://www.fangraphs.com/teams/brewers","295","2.5","","2.5"
"52","TJ Friedl","https://www.fangraphs.com/players/tj-friedl/19522/stats","CIN","https://www.fangraphs.com/teams/reds","277","2.4","","2.4"
"53","Gerrit Cole","https://www.fangraphs.com/players/gerrit-cole/13125/stats","NYY","https://www.fangraphs.com/teams/yankees","117.0","0.0","2.4","2.4"
"54","Mitch Keller","https://www.fangraphs.com/players/mitch-keller/17594/stats","PIT","https://www.fangraphs.com/teams/pirates","117.0","0.0","2.4","2.4"
"55","Bobby Witt Jr.","https://www.fangraphs.com/players/bobby-witt-jr/25764/stats","KCR","https://www.fangraphs.com/teams/royals","391","2.4","","2.4"
"56","Christian Walker","https://www.fangraphs.com/players/christian-walker/13419/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","370","2.4","","2.4"
"57","Marcus Stroman","https://www.fangraphs.com/players/marcus-stroman/13431/stats","CHC","https://www.fangraphs.com/teams/cubs","112.2","0.0","2.4","2.4"
"58","Jack Suwinski","https://www.fangraphs.com/players/jack-suwinski/22244/stats","PIT","https://www.fangraphs.com/teams/pirates","297","2.4","","2.4"
"59","Jordan Montgomery","https://www.fangraphs.com/players/jordan-montgomery/16511/stats","STL","https://www.fangraphs.com/teams/cardinals","103.0","0.0","2.3","2.3"
"60","Logan Gilbert","https://www.fangraphs.com/players/logan-gilbert/22250/stats","SEA","https://www.fangraphs.com/teams/mariners","108.1","0.0","2.3","2.3"
"61","Kyle Tucker","https://www.fangraphs.com/players/kyle-tucker/18345/stats","HOU","https://www.fangraphs.com/teams/astros","374","2.3","","2.3"
"62","Ketel Marte","https://www.fangraphs.com/players/ketel-marte/13613/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","366","2.3","","2.3"
"63","Joe Ryan","https://www.fangraphs.com/players/joe-ryan/21390/stats","MIN","https://www.fangraphs.com/teams/twins","107.0","0.0","2.3","2.3"
"64","Yordan Alvarez","https://www.fangraphs.com/players/yordan-alvarez/19556/stats","HOU","https://www.fangraphs.com/teams/astros","242","2.3","","2.3"
"65","Clayton Kershaw","https://www.fangraphs.com/players/clayton-kershaw/2036/stats","LAD","https://www.fangraphs.com/teams/dodgers","95.1","0.0","2.2","2.2"
"66","Hunter Brown","https://www.fangraphs.com/players/hunter-brown/25880/stats","HOU","https://www.fangraphs.com/teams/astros","94.0","0.0","2.2","2.2"
"67","Jarren Duran","https://www.fangraphs.com/players/jarren-duran/24617/stats","BOS","https://www.fangraphs.com/teams/red-sox","251","2.2","","2.2"
"68","Ozzie Albies","https://www.fangraphs.com/players/ozzie-albies/16556/stats","ATL","https://www.fangraphs.com/teams/braves","379","2.2","","2.2"
"69","Adley Rutschman","https://www.fangraphs.com/players/adley-rutschman/26288/stats","BAL","https://www.fangraphs.com/teams/orioles","383","2.2","","2.2"
"70","Nico Hoerner","https://www.fangraphs.com/players/nico-hoerner/21479/stats","CHC","https://www.fangraphs.com/teams/cubs","371","2.1","","2.1"
"71","Alex Cobb","https://www.fangraphs.com/players/alex-cobb/6562/stats","SFG","https://www.fangraphs.com/teams/giants","89.2","0.0","2.1","2.1"
"72","Alex Verdugo","https://www.fangraphs.com/players/alex-verdugo/17027/stats","BOS","https://www.fangraphs.com/teams/red-sox","367","2.1","","2.1"
"73","Austin Hays","https://www.fangraphs.com/players/austin-hays/19363/stats","BAL","https://www.fangraphs.com/teams/orioles","310","2.0","","2.0"
"74","Matt McLain","https://www.fangraphs.com/players/matt-mclain/29695/stats","CIN","https://www.fangraphs.com/teams/reds","235","2.0","","2.0"
"75","Miles Mikolas","https://www.fangraphs.com/players/miles-mikolas/9803/stats","STL","https://www.fangraphs.com/teams/cardinals","112.2","0.0","2.0","2.0"
"76","Blake Snell","https://www.fangraphs.com/players/blake-snell/13543/stats","SDP","https://www.fangraphs.com/teams/padres","98.0","0.0","2.0","2.0"
"77","Leody Taveras","https://www.fangraphs.com/players/leody-taveras/18900/stats","TEX","https://www.fangraphs.com/teams/rangers","296","2.0","","2.0"
"78","Cody Bellinger","https://www.fangraphs.com/players/cody-bellinger/15998/stats","CHC","https://www.fangraphs.com/teams/cubs","245","2.0","","2.0"
"79","Félix Bautista","https://www.fangraphs.com/players/felix-bautista/20666/stats","BAL","https://www.fangraphs.com/teams/orioles","42.0","0.0","2.0","2.0"
"80","Dylan Cease","https://www.fangraphs.com/players/dylan-cease/18525/stats","CHW","https://www.fangraphs.com/teams/white-sox","102.2","0.0","2.0","2.0"
"81","Nolan Arenado","https://www.fangraphs.com/players/nolan-arenado/9777/stats","STL","https://www.fangraphs.com/teams/cardinals","364","2.0","","2.0"
"82","Lane Thomas","https://www.fangraphs.com/players/lane-thomas/16939/stats","WSN","https://www.fangraphs.com/teams/nationals","383","1.0","2.0","1.9"
"83","J.D. Davis","https://www.fangraphs.com/players/jd-davis/16219/stats","SFG","https://www.fangraphs.com/teams/giants","321","1.9","","1.9"
"84","Patrick Bailey","https://www.fangraphs.com/players/patrick-bailey/27478/stats","SFG","https://www.fangraphs.com/teams/giants","150","1.9","","1.9"
"85","Bryson Stott","https://www.fangraphs.com/players/bryson-stott/26294/stats","PHI","https://www.fangraphs.com/teams/phillies","358","1.9","","1.9"
"86","Xander Bogaerts","https://www.fangraphs.com/players/xander-bogaerts/12161/stats","SDP","https://www.fangraphs.com/teams/padres","360","1.9","","1.9"
"87","Bailey Ober","https://www.fangraphs.com/players/bailey-ober/21224/stats","MIN","https://www.fangraphs.com/teams/twins","82.2","0.0","1.9","1.9"
"88","Luis Castillo","https://www.fangraphs.com/players/luis-castillo/15689/stats","SEA","https://www.fangraphs.com/teams/mariners","107.1","0.0","1.9","1.9"
"89","Gunnar Henderson","https://www.fangraphs.com/players/gunnar-henderson/26289/stats","BAL","https://www.fangraphs.com/teams/orioles","307","1.9","","1.9"
"90","Sandy Alcantara","https://www.fangraphs.com/players/sandy-alcantara/18684/stats","MIA","https://www.fangraphs.com/teams/marlins","114.1","0.0","1.9","1.9"
"91","Aaron Nola","https://www.fangraphs.com/players/aaron-nola/16149/stats","PHI","https://www.fangraphs.com/teams/phillies","119.0","0.0","1.9","1.9"
"92","Orlando Arcia","https://www.fangraphs.com/players/orlando-arcia/13185/stats","ATL","https://www.fangraphs.com/teams/braves","264","1.9","","1.9"
"93","Michael Wacha","https://www.fangraphs.com/players/michael-wacha/14078/stats","SDP","https://www.fangraphs.com/teams/padres","85.2","0.0","1.9","1.9"
"94","Jorge Soler","https://www.fangraphs.com/players/jorge-soler/14221/stats","MIA","https://www.fangraphs.com/teams/marlins","369","1.9","","1.9"
"95","LaMonte Wade Jr.","https://www.fangraphs.com/players/lamonte-wade-jr/18126/stats","SFG","https://www.fangraphs.com/teams/giants","320","1.9","","1.9"
"96","Francisco Alvarez","https://www.fangraphs.com/players/francisco-alvarez/26121/stats","NYM","https://www.fangraphs.com/teams/mets","227","1.9","","1.9"
"97","Kevin Kiermaier","https://www.fangraphs.com/players/kevin-kiermaier/11038/stats","TOR","https://www.fangraphs.com/teams/blue-jays","241","1.8","","1.8"
"98","Nathaniel Lowe","https://www.fangraphs.com/players/nathaniel-lowe/19566/stats","TEX","https://www.fangraphs.com/teams/rangers","411","1.8","","1.8"
"99","Brendan Donovan","https://www.fangraphs.com/players/brendan-donovan/24679/stats","STL","https://www.fangraphs.com/teams/cardinals","314","1.8","","1.8"
"100","Manny Machado","https://www.fangraphs.com/players/manny-machado/11493/stats","SDP","https://www.fangraphs.com/teams/padres","319","1.8","","1.8"
"101","Brandon Marsh","https://www.fangraphs.com/players/brandon-marsh/20202/stats","PHI","https://www.fangraphs.com/teams/phillies","293","1.8","","1.8"
"102","Josh Lowe","https://www.fangraphs.com/players/josh-lowe/19953/stats","TBR","https://www.fangraphs.com/teams/rays","274","1.8","","1.8"
"103","Anthony Santander","https://www.fangraphs.com/players/anthony-santander/14551/stats","BAL","https://www.fangraphs.com/teams/orioles","366","1.8","","1.8"
"104","Alexis Díaz","https://www.fangraphs.com/players/alexis-diaz/21132/stats","CIN","https://www.fangraphs.com/teams/reds","40.0","0.0","1.8","1.8"
"105","Riley Greene","https://www.fangraphs.com/players/riley-greene/25976/stats","DET","https://www.fangraphs.com/teams/tigers","233","1.8","","1.8"
"106","Braxton Garrett","https://www.fangraphs.com/players/braxton-garrett/21844/stats","MIA","https://www.fangraphs.com/teams/marlins","92.1","0.0","1.8","1.8"
"107","Maikel Garcia","https://www.fangraphs.com/players/maikel-garcia/22715/stats","KCR","https://www.fangraphs.com/teams/royals","235","1.8","","1.8"
"108","Austin Riley","https://www.fangraphs.com/players/austin-riley/18360/stats","ATL","https://www.fangraphs.com/teams/braves","394","1.7","","1.7"
"109","Alex Bregman","https://www.fangraphs.com/players/alex-bregman/17678/stats","HOU","https://www.fangraphs.com/teams/astros","399","1.7","","1.7"
"110","Reid Detmers","https://www.fangraphs.com/players/reid-detmers/27468/stats","LAA","https://www.fangraphs.com/teams/angels","85.2","0.0","1.7","1.7"
"111","Brandon Drury","https://www.fangraphs.com/players/brandon-drury/11615/stats","LAA","https://www.fangraphs.com/teams/angels","307","1.7","","1.7"
"112","Ryan McMahon","https://www.fangraphs.com/players/ryan-mcmahon/15112/stats","COL","https://www.fangraphs.com/teams/rockies","364","1.7","","1.7"
"113","Hunter Greene","https://www.fangraphs.com/players/hunter-greene/22182/stats","CIN","https://www.fangraphs.com/teams/reds","73.1","0.0","1.7","1.7"
"114","Joe Musgrove","https://www.fangraphs.com/players/joe-musgrove/12970/stats","SDP","https://www.fangraphs.com/teams/padres","79.1","0.0","1.7","1.7"
"115","Mickey Moniak","https://www.fangraphs.com/players/mickey-moniak/19956/stats","LAA","https://www.fangraphs.com/teams/angels","136","1.7","","1.7"
"116","Cal Raleigh","https://www.fangraphs.com/players/cal-raleigh/21534/stats","SEA","https://www.fangraphs.com/teams/mariners","294","1.7","","1.7"
"117","Kyle Gibson","https://www.fangraphs.com/players/kyle-gibson/10123/stats","BAL","https://www.fangraphs.com/teams/orioles","109.2","0.0","1.7","1.7"
"118","José Berríos","https://www.fangraphs.com/players/jose-berrios/14168/stats","TOR","https://www.fangraphs.com/teams/blue-jays","108.0","0.0","1.7","1.7"
"119","Ezequiel Duran","https://www.fangraphs.com/players/ezequiel-duran/23733/stats","TEX","https://www.fangraphs.com/teams/rangers","262","1.7","","1.7"
"120","Merrill Kelly","https://www.fangraphs.com/players/merrill-kelly/11156/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","95.0","0.0","1.7","1.7"
"121","Rafael Devers","https://www.fangraphs.com/players/rafael-devers/17350/stats","BOS","https://www.fangraphs.com/teams/red-sox","375","1.7","","1.7"
"122","Andrés Giménez","https://www.fangraphs.com/players/andres-gimenez/19950/stats","CLE","https://www.fangraphs.com/teams/guardians","343","1.7","","1.7"
"123","Jake Rogers","https://www.fangraphs.com/players/jake-rogers/19452/stats","DET","https://www.fangraphs.com/teams/tigers","183","1.7","","1.7"
"124","Lucas Giolito","https://www.fangraphs.com/players/lucas-giolito/15474/stats","CHW","https://www.fangraphs.com/teams/white-sox","112.1","0.0","1.7","1.7"
"125","Charlie Morton","https://www.fangraphs.com/players/charlie-morton/4676/stats","ATL","https://www.fangraphs.com/teams/braves","97.0","0.0","1.7","1.7"
"126","Masataka Yoshida","https://www.fangraphs.com/players/masataka-yoshida/31837/stats","BOS","https://www.fangraphs.com/teams/red-sox","335","1.7","","1.7"
"127","Cedric Mullins","https://www.fangraphs.com/players/cedric-mullins-ii/17929/stats","BAL","https://www.fangraphs.com/teams/orioles","285","1.6","","1.6"
"128","J.P. Crawford","https://www.fangraphs.com/players/jp-crawford/15491/stats","SEA","https://www.fangraphs.com/teams/mariners","349","1.6","","1.6"
"129","Seth Lugo","https://www.fangraphs.com/players/seth-lugo/12447/stats","SDP","https://www.fangraphs.com/teams/padres","63.2","0.0","1.6","1.6"
"130","José Caballero","https://www.fangraphs.com/players/jose-caballero/23401/stats","SEA","https://www.fangraphs.com/teams/mariners","180","1.6","","1.6"
"131","Ian Happ","https://www.fangraphs.com/players/ian-happ/17919/stats","CHC","https://www.fangraphs.com/teams/cubs","377","1.6","","1.6"
"132","Ryan Noda","https://www.fangraphs.com/players/ryan-noda/23312/stats","OAK","https://www.fangraphs.com/teams/athletics","323","1.6","","1.6"
"133","Eduardo Rodriguez","https://www.fangraphs.com/players/eduardo-rodriguez/13164/stats","DET","https://www.fangraphs.com/teams/tigers","71.2","0.0","1.6","1.6"
"134","David Bednar","https://www.fangraphs.com/players/david-bednar/19569/stats","PIT","https://www.fangraphs.com/teams/pirates","35.1","0.0","1.6","1.6"
"135","Jake Fraley","https://www.fangraphs.com/players/jake-fraley/19260/stats","CIN","https://www.fangraphs.com/teams/reds","261","1.6","","1.6"
"136","James Outman","https://www.fangraphs.com/players/james-outman/24770/stats","LAD","https://www.fangraphs.com/teams/dodgers","302","1.6","","1.6"
"137","Justin Turner","https://www.fangraphs.com/players/justin-turner/5235/stats","BOS","https://www.fangraphs.com/teams/red-sox","376","1.5","","1.5"
"138","Whit Merrifield","https://www.fangraphs.com/players/whit-merrifield/11281/stats","TOR","https://www.fangraphs.com/teams/blue-jays","330","1.5","","1.5"
"139","Shane Bieber","https://www.fangraphs.com/players/shane-bieber/19427/stats","CLE","https://www.fangraphs.com/teams/guardians","117.0","0.0","1.5","1.5"
"140","Lars Nootbaar","https://www.fangraphs.com/players/lars-nootbaar/21454/stats","STL","https://www.fangraphs.com/teams/cardinals","258","1.5","","1.5"
"141","Kyle Bradish","https://www.fangraphs.com/players/kyle-bradish/24586/stats","BAL","https://www.fangraphs.com/teams/orioles","84.0","0.0","1.5","1.5"
"142","Patrick Sandoval","https://www.fangraphs.com/players/patrick-sandoval/19447/stats","LAA","https://www.fangraphs.com/teams/angels","85.2","0.0","1.5","1.5"
"143","Pete Alonso","https://www.fangraphs.com/players/pete-alonso/19251/stats","NYM","https://www.fangraphs.com/teams/mets","348","1.5","","1.5"
"144","Shane McClanahan","https://www.fangraphs.com/players/shane-mcclanahan/21483/stats","TBR","https://www.fangraphs.com/teams/rays","96.0","0.0","1.5","1.5"
"145","Willy Adames","https://www.fangraphs.com/players/willy-adames/15986/stats","MIL","https://www.fangraphs.com/teams/brewers","349","1.5","","1.5"
"146","Joey Wiemer","https://www.fangraphs.com/players/joey-wiemer/27690/stats","MIL","https://www.fangraphs.com/teams/brewers","303","1.5","","1.5"
"147","Mike Yastrzemski","https://www.fangraphs.com/players/mike-yastrzemski/14854/stats","SFG","https://www.fangraphs.com/teams/giants","233","1.5","","1.5"
"148","Kodai Senga","https://www.fangraphs.com/players/kodai-senga/31838/stats","NYM","https://www.fangraphs.com/teams/mets","89.2","0.0","1.5","1.5"
"149","Trea Turner","https://www.fangraphs.com/players/trea-turner/16252/stats","PHI","https://www.fangraphs.com/teams/phillies","395","1.5","","1.5"
"150","Jarred Kelenic","https://www.fangraphs.com/players/jarred-kelenic/22558/stats","SEA","https://www.fangraphs.com/teams/mariners","341","1.5","","1.5"
"151","MacKenzie Gore","https://www.fangraphs.com/players/mackenzie-gore/22201/stats","WSN","https://www.fangraphs.com/teams/nationals","89.2","0.0","1.5","1.5"
"152","Jason Heyward","https://www.fangraphs.com/players/jason-heyward/4940/stats","LAD","https://www.fangraphs.com/teams/dodgers","210","1.5","","1.5"
"153","Yu Darvish","https://www.fangraphs.com/players/yu-darvish/13074/stats","SDP","https://www.fangraphs.com/teams/padres","85.0","0.0","1.5","1.5"
"154","Josh Naylor","https://www.fangraphs.com/players/josh-naylor/18839/stats","CLE","https://www.fangraphs.com/teams/guardians","320","1.5","","1.5"
"155","George Springer","https://www.fangraphs.com/players/george-springer/12856/stats","TOR","https://www.fangraphs.com/teams/blue-jays","379","1.5","","1.5"
"156","Anthony Volpe","https://www.fangraphs.com/players/anthony-volpe/27647/stats","NYY","https://www.fangraphs.com/teams/yankees","339","1.5","","1.5"
"157","Jose Siri","https://www.fangraphs.com/players/jose-siri/17452/stats","TBR","https://www.fangraphs.com/teams/rays","208","1.5","","1.5"
"158","Lourdes Gurriel Jr.","https://www.fangraphs.com/players/lourdes-gurriel-jr/19238/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","329","1.5","","1.5"
"159","Paul DeJong","https://www.fangraphs.com/players/paul-dejong/18015/stats","STL","https://www.fangraphs.com/teams/cardinals","245","1.4","","1.4"
"160","Max Muncy","https://www.fangraphs.com/players/max-muncy/13301/stats","LAD","https://www.fangraphs.com/teams/dodgers","299","1.4","","1.4"
"161","Jack Flaherty","https://www.fangraphs.com/players/jack-flaherty/17479/stats","STL","https://www.fangraphs.com/teams/cardinals","92.2","0.0","1.4","1.4"
"162","Tanner Bibee","https://www.fangraphs.com/players/tanner-bibee/30134/stats","CLE","https://www.fangraphs.com/teams/guardians","70.0","0.0","1.4","1.4"
"163","Jacob deGrom","https://www.fangraphs.com/players/jacob-degrom/10954/stats","TEX","https://www.fangraphs.com/teams/rangers","30.1","0.0","1.4","1.4"
"164","Nick Castellanos","https://www.fangraphs.com/players/nick-castellanos/11737/stats","PHI","https://www.fangraphs.com/teams/phillies","372","1.4","","1.4"
"165","Brayan Bello","https://www.fangraphs.com/players/brayan-bello/23920/stats","BOS","https://www.fangraphs.com/teams/red-sox","80.0","0.0","1.4","1.4"
"166","Yennier Cano","https://www.fangraphs.com/players/yennier-cano/25911/stats","BAL","https://www.fangraphs.com/teams/orioles","42.2","0.0","1.4","1.4"
"167","Drew Rasmussen","https://www.fangraphs.com/players/drew-rasmussen/25385/stats","TBR","https://www.fangraphs.com/teams/rays","44.2","0.0","1.4","1.4"
"168","Cristian Javier","https://www.fangraphs.com/players/cristian-javier/17606/stats","HOU","https://www.fangraphs.com/teams/astros","91.1","0.0","1.4","1.4"
"169","Aroldis Chapman","https://www.fangraphs.com/players/aroldis-chapman/10233/stats","- - -","","32.1","0.0","1.4","1.4"
"170","Eugenio Suárez","https://www.fangraphs.com/players/eugenio-suarez/12552/stats","SEA","https://www.fangraphs.com/teams/mariners","378","1.4","","1.4"
"171","Chas McCormick","https://www.fangraphs.com/players/chas-mccormick/19599/stats","HOU","https://www.fangraphs.com/teams/astros","197","1.4","","1.4"
"172","Brent Rooker","https://www.fangraphs.com/players/brent-rooker/19627/stats","OAK","https://www.fangraphs.com/teams/athletics","302","1.4","","1.4"
"173","Willson Contreras","https://www.fangraphs.com/players/willson-contreras/11609/stats","STL","https://www.fangraphs.com/teams/cardinals","320","1.4","","1.4"
"174","Taijuan Walker","https://www.fangraphs.com/players/taijuan-walker/11836/stats","PHI","https://www.fangraphs.com/teams/phillies","96.1","0.0","1.4","1.4"
"175","Bryce Elder","https://www.fangraphs.com/players/bryce-elder/27779/stats","ATL","https://www.fangraphs.com/teams/braves","106.0","0.0","1.4","1.4"
"176","Owen Miller","https://www.fangraphs.com/players/owen-miller/24655/stats","MIL","https://www.fangraphs.com/teams/brewers","266","1.4","","1.4"
"177","Dane Dunning","https://www.fangraphs.com/players/dane-dunning/19409/stats","TEX","https://www.fangraphs.com/teams/rangers","92.0","0.0","1.4","1.4"
"178","Tommy Pham","https://www.fangraphs.com/players/tommy-pham/2967/stats","NYM","https://www.fangraphs.com/teams/mets","234","1.4","","1.4"
"179","Tanner Scott","https://www.fangraphs.com/players/tanner-scott/17586/stats","MIA","https://www.fangraphs.com/teams/marlins","43.1","0.0","1.3","1.3"
"180","Zach McKinstry","https://www.fangraphs.com/players/zach-mckinstry/19392/stats","DET","https://www.fangraphs.com/teams/tigers","281","1.0","1.4","1.3"
"181","Jeremy Peña","https://www.fangraphs.com/players/jeremy-pena/21636/stats","HOU","https://www.fangraphs.com/teams/astros","340","1.3","","1.3"
"182","Spencer Steer","https://www.fangraphs.com/players/spencer-steer/26323/stats","CIN","https://www.fangraphs.com/teams/reds","376","1.3","","1.3"
"183","Corbin Burnes","https://www.fangraphs.com/players/corbin-burnes/19361/stats","MIL","https://www.fangraphs.com/teams/brewers","107.1","0.0","1.3","1.3"
"184","Jake Meyers","https://www.fangraphs.com/players/jake-meyers/20308/stats","HOU","https://www.fangraphs.com/teams/astros","238","1.3","","1.3"
"185","Michael Harris II","https://www.fangraphs.com/players/michael-harris-ii/25931/stats","ATL","https://www.fangraphs.com/teams/braves","249","1.3","","1.3"
"186","James Paxton","https://www.fangraphs.com/players/james-paxton/11828/stats","BOS","https://www.fangraphs.com/teams/red-sox","56.0","0.0","1.3","1.3"
"187","Bryan Reynolds","https://www.fangraphs.com/players/bryan-reynolds/19326/stats","PIT","https://www.fangraphs.com/teams/pirates","329","1.3","","1.3"
"188","Nolan Gorman","https://www.fangraphs.com/players/nolan-gorman/22263/stats","STL","https://www.fangraphs.com/teams/cardinals","312","1.3","","1.3"
"189","Zach Neto","https://www.fangraphs.com/players/zach-neto/31347/stats","LAA","https://www.fangraphs.com/teams/angels","199","1.3","","1.3"
"190","Bryce Miller","https://www.fangraphs.com/players/bryce-miller/29837/stats","SEA","https://www.fangraphs.com/teams/mariners","59.0","0.0","1.3","1.3"
"191","Jonathan India","https://www.fangraphs.com/players/jonathan-india/21523/stats","CIN","https://www.fangraphs.com/teams/reds","404","1.2","","1.2"
"192","Andrew McCutchen","https://www.fangraphs.com/players/andrew-mccutchen/9847/stats","PIT","https://www.fangraphs.com/teams/pirates","316","1.2","","1.2"
"193","Travis Jankowski","https://www.fangraphs.com/players/travis-jankowski/13768/stats","TEX","https://www.fangraphs.com/teams/rangers","153","1.2","","1.2"
"194","Chris Sale","https://www.fangraphs.com/players/chris-sale/10603/stats","BOS","https://www.fangraphs.com/teams/red-sox","59.0","0.0","1.2","1.2"
"195","Ranger Suárez","https://www.fangraphs.com/players/ranger-suarez/17277/stats","PHI","https://www.fangraphs.com/teams/phillies","62.0","0.0","1.2","1.2"
"196","Willi Castro","https://www.fangraphs.com/players/willi-castro/17338/stats","MIN","https://www.fangraphs.com/teams/twins","222","1.1","1.2","1.2"
"197","Jason Foley","https://www.fangraphs.com/players/jason-foley/19531/stats","DET","https://www.fangraphs.com/teams/tigers","38.2","0.0","1.2","1.2"
"198","Josh Hader","https://www.fangraphs.com/players/josh-hader/14212/stats","SDP","https://www.fangraphs.com/teams/padres","33.1","0.0","1.2","1.2"
"199","Steven Kwan","https://www.fangraphs.com/players/steven-kwan/24610/stats","CLE","https://www.fangraphs.com/teams/guardians","403","1.2","","1.2"
"200","Teoscar Hernández","https://www.fangraphs.com/players/teoscar-hernandez/13066/stats","SEA","https://www.fangraphs.com/teams/mariners","372","1.2","","1.2"
"201","Anthony Rizzo","https://www.fangraphs.com/players/anthony-rizzo/3473/stats","NYY","https://www.fangraphs.com/teams/yankees","356","1.2","","1.2"
"202","Elly De La Cruz","https://www.fangraphs.com/players/elly-de-la-cruz/26668/stats","CIN","https://www.fangraphs.com/teams/reds","135","1.2","","1.2"
"203","Griffin Jax","https://www.fangraphs.com/players/griffin-jax/20253/stats","MIN","https://www.fangraphs.com/teams/twins","37.0","0.0","1.2","1.2"
"204","Johan Oviedo","https://www.fangraphs.com/players/johan-oviedo/22487/stats","PIT","https://www.fangraphs.com/teams/pirates","100.1","0.0","1.2","1.2"
